"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"GRC","Greece",15424.4720857554,16145.4479061179,17155.9351926701,18033.7959681705,18464.7320754725,19516.1972208894,20954.7818531943,22615.9356074635,23896.6057015271,25460.4527360606,25577.5241052346,28549.1517418687,29320.264816923,30856.0118395987,30359.1494613318,27913.0891911748,25671.5160853562,24911.119631324,25986.6503155014,26625.0618096799,26760.3633030256,27511.8010160972,28604.8609402657,29617.5483399732,30356.2663953863,27948.6497284227
"GRD","Grenada",5244.90570914417,5538.3846521528,5887.29009210596,6623.56626671992,7154.24188110339,7641.24942559965,7620.79834623061,7976.99384901288,8862.70977596244,9012.66264799437,10495.8283551972,10353.7204895313,11256.6055061126,11554.1986443002,10838.4291881372,10863.4810030685,11116.7478882167,11163.8153053984,11887.3578830457,13042.0556249047,14151.9010690754,15025.683836939,16217.4998498411,17231.5122297741,17580.9007123125,15283.2515158591
"GTM","Guatemala",4067.30334167488,4163.04130508954,4319.34783733149,4479.02509576865,4608.00275074067,4763.6604208456,4863.44667679621,5013.51161965312,5124.38873294152,5313.30678615953,5541.98033488998,5894.58435338262,6310.61154582917,6518.38840007268,6476.42568562952,6618.19053228711,6910.87650155221,7204.73293807874,7446.58800936721,7758.49316980639,8194.44068126819,8221.74642722194,8322.21680991504,8665.34726097301,9019.25606239135,8853.67002080879
"GIN","Guinea",1053.57496258143,1091.57933100861,1138.42691550209,1163.03174904395,1195.30317637254,1224.34093577932,1269.79611452288,1329.79939924299,1345.23912204815,1386.43959589011,1442.75764774239,1472.13032304565,1578.98272513826,1638.24924149847,1595.24056141792,1653.71943629807,1743.94910921465,1795.44780781654,1811.33251750093,1804.54328262549,1819.36234274976,2078.64100321761,2417.80379491483,2559.72476578084,2675.59369518887,2817.32238032662
"GNB","Guinea-Bissau",1195.9021674086,1332.16561477257,1416.49336414429,1010.41240765794,1015.48991191262,1072.50981869902,1096.47704783482,1078.8038541593,1080.2477096133,1113.75747338842,1169.45304070807,1203.45094585613,1245.39779136994,1278.24675129574,1298.20126740959,1338.98104821401,1439.28343467148,1355.31356354669,1364.38360971298,1378.23754028997,1597.20425429364,1746.75274593369,1925.23773659951,1947.59676042334,2021.30194281608,1948.80234318136
"GUY","Guyana",4741.0964139018,5215.39392259257,5657.77983063355,5656.71192022233,5940.57674242981,6014.27843077742,6299.05574417585,6474.78832851104,6550.23130364102,6826.28668762988,6897.71965252718,7469.20050496154,8219.83673713825,8510.44840898141,8896.99490447837,9319.39241925339,9987.42142760934,10479.7780774689,11023.2296762194,10951.7932372614,11198.3011463181,11296.7699725276,12005.4051046745,12777.1649920039,13635.4261279368,19704.5815079443
"HTI","Haiti",1943.01477846389,2023.21316341663,2077.32186217918,2108.7352530973,2159.02336891696,2188.41921435036,2191.2138063361,2211.94273959824,2293.20810098618,2286.15830483806,2390.63063270089,2466.44105099971,2609.8518414406,2688.51644729548,2824.23566975369,2654.6874953426,2805.72729497687,2762.4402754772,2952.30387694134,2965.47903286886,2898.6246609269,3084.03383445855,3153.29938869996,3241.30326869021,3203.30003894468,3095.19406239663
"HND","Honduras",2335.12768886081,2354.00186924924,2435.42668225385,2479.60702296044,2427.92063851877,2591.33182006218,2648.81186176896,2720.27367721583,2824.6066131014,3006.69595514001,3210.34858637193,3443.77085935893,3671.33194421853,3816.83524756931,3674.23095544369,3778.4619238786,3928.26853820829,4032.58085606675,4142.23845579365,4452.5879909675,4823.39539552507,5147.2451332568,5561.99454219124,5816.74732402308,5978.76439909738,5420.23423361351
"HUN","Hungary",9187.36459662996,9349.70749876187,9824.84080482495,10398.1021708865,10873.2478627727,11853.1785173624,13207.9221677974,14526.3882629125,15481.3201097675,16272.0058268918,17112.2021738707,18389.4102769846,19099.8517148115,20727.8899694383,20729.783927124,21751.8338392809,23038.8080197669,23275.2318574574,24556.7153473909,25699.7504973846,26806.5952452257,27947.6376911698,29501.1204204706,31913.0746552476,33514.9417935891,33075.924417477
"ISL","Iceland",23941.9321446346,24768.9092727485,26873.0547977518,28721.114149937,29557.5418268846,29779.0931996058,31876.0270631376,32607.1058796568,32699.2417213139,35616.2006730045,37322.7399272793,39700.3293648154,41463.4255441211,43728.1140564123,41864.1882622629,39775.2970758147,40936.867830513,42004.4476110597,44409.6689530904,45996.9687476901,49201.0640964553,53480.3971946764,55638.4920591796,57211.3003077603,58290.0968315122,53616.6847084842
"IND","India",1573.33256175916,1690.74477516305,1757.51471524373,1852.81042254699,2009.21569230667,2095.64700617136,2206.44816483846,2287.63002432831,2472.10373642451,2695.89367354208,2953.10925891283,3237.29479935858,3525.31445360065,3650.94294321966,3912.41821142619,4236.74434794867,4493.6694656757,4861.15615236202,5057.23341374821,5233.88234251319,5464.85917800941,5839.86481675337,6182.92210857444,6675.36129410783,6997.86398824082,6503.94805437188
"IDN","Indonesia",4519.46238178211,4888.37453243682,5134.50798942187,4447.17430201592,4484.06918906192,4743.94471656535,4956.36110518706,5190.36506184994,5465.26410319843,5816.18175310762,6254.61438201153,6708.57559394908,7229.53828174622,7710.66630411965,8021.7480651122,8505.74814801885,9095.74172295514,9713.90048730631,10067.465744305,10278.1773057998,10247.2063381531,10494.4738000481,10935.6317158256,11644.7585390353,12311.5032732923,12072.7354777743
"IRN","Iran, Islamic Republic of",8772.38029842041,9268.694055334,9355.09278272662,9539.82703218472,9643.03351169398,10300.5318563984,10484.4093180667,11284.4301742386,12341.6113436569,13070.5594888626,13745.9204152237,14702.9592970904,16150.3345044379,16326.3227349257,16433.260155174,17388.8956144627,18008.8017990523,15950.1005222497,15273.8423174397,15235.7016903585,13588.4688130805,14011.5497101713,14535.8735778483,13795.3174673184,12913.1628381469,13338.013482917
"IRQ","Iraq",4753.77756083702,5210.43676410982,6233.09095304294,8241.01114121753,9533.39382066481,11058.4674567677,11162.5268014724,10107.2853122182,6339.83580001657,9731.94000223657,9972.2761727672,10646.219957566,10953.5285487172,11883.3682503173,12127.6264613821,12717.0171365756,13515.5459272349,15163.3501421971,15535.345982143,13888.076375953,9763.90409031016,9428.60662077185,10526.3709148753,10809.4724101413,11398.043737084,9506.7253259031
"IRL","Ireland",18934.281280962,20475.4614771524,22636.2701781348,25092.5136109768,27041.3474221597,30205.6572262763,32567.2821672353,35222.028724352,36283.1208415968,38733.3496935931,40466.2343515711,44232.3730467878,46773.4866018105,44169.0943411644,41471.0799783739,43203.1200753797,45080.1886960425,46361.463694173,47830.6308878373,51098.2666828245,69028.7727189836,71498.6010072841,77749.2019569363,84555.6348017403,87379.6929656668,93350.0875336544
"ISR","Israel",19758.8595215053,20782.169618237,21427.9798778242,22068.2993473612,22595.5034120383,24951.2175653146,24944.6317328443,25230.0115735794,23845.3129228722,25238.8807780848,24853.777869328,25700.938363473,27513.1431348785,27510.0398505497,27461.8619824006,28840.0453543033,30636.3523794417,31846.3558349163,34324.3781471447,34366.1810180223,35469.9501969785,37843.1946259033,39121.2958325461,39906.1246843388,40004.0305112173,39489.2807769984
"ITA","Italy",22382.8979621765,23052.6189508502,23875.8385110015,25021.0652943145,25602.3894720393,27072.4213631819,28033.7358660572,28736.5771073504,29196.9278993071,29554.6890881879,30130.6444569128,32453.5837076357,34141.2007728064,35523.2713104342,34602.8969588528,35158.4418435321,36598.0149693024,36486.2967870302,36314.6971007775,36194.873918843,36899.3852092463,39926.9546628592,41581.120790548,43036.2437770367,44334.2003275855,41902.077191264
"JAM","Jamaica",6231.26649116811,6276.39659630335,6253.97090593028,6117.62026963529,6214.26667219913,6355.8472555378,6533.37375669328,6723.67797400257,7056.14797251069,7300.05846676836,7553.20140626909,7965.47713872543,8255.17353330254,8306.50486208059,7966.13079910865,7900.19947850272,8159.87616499912,8187.19367364946,8442.98366743102,8545.10283669967,8792.05695694686,9194.15673929581,9600.10474580389,9968.59449282081,10190.4746507783,9241.57560380365
"JPN","Japan",23859.0660539005,25000.533923594,25620.0681023794,25509.899595486,25735.9710911517,27287.2701912718,27942.346651133,28623.5884479367,29392.2489916186,30830.6584466434,32169.867493646,33634.6317066787,35015.9865745127,35273.791152156,33547.2834245767,35335.3735103814,36214.4397740241,37605.9742614539,39402.0250988025,39555.4120089198,40898.80697396,40623.0186579214,41505.0824777862,42202.4011166689,42616.5711388733,42390.3798412236
"JOR","Jordan",5206.74291402267,5248.03933486246,5386.94148836244,5503.33476334334,5671.32956699066,5937.2120557616,6271.09480683764,6611.77107475455,6864.40892478109,7452.61881488401,8043.57046247319,8619.9057615028,9171.45117681501,9565.49434635629,9628.06041278083,9460.29137317501,9402.61620431877,9189.18921425581,9322.30245386442,9181.04637245796,9464.68224216374,9445.91686299562,10003.5749827297,10253.8174501169,10497.2979196497,10355.0085715537
"KAZ","Kazakhstan",5921.1203137525,6152.266221895,6470.00269555572,6530.41311634226,6868.85943069398,7733.78944277979,8985.65550061219,10021.8969616521,11119.8870659711,12428.8368274929,13934.7211410695,15725.3455018466,17384.9245216253,17968.236337141,17962.8301156342,19225.0769114856,20779.4442514491,22032.1745436853,24504.7660856694,24726.4728671586,23224.1178353573,23818.8248260141,24862.9661245889,26157.6596496269,27466.2206186576,26754.3769971308
"KEN","Kenya",1741.90713267979,1794.29694345002,1783.51387707626,1811.51798628242,1828.75680176707,1829.90549594178,1888.50060259228,1877.24776077419,1915.56864799582,2012.05347434018,2137.90313421487,2281.36970575576,2434.79231785387,2420.01464325445,2450.74977904484,2607.14450931565,2723.54644927835,2830.69437284951,3097.63062683564,3357.64164087167,3683.04191069911,3930.893857889,4203.58501078548,4443.17910861396,4641.08037691904,4577.90522002939
"KIR","Kiribati",1372.13106635,1399.54261556908,1425.12067331753,1509.86718272264,1482.45527204156,1582.92316853208,1567.13680452357,1624.51399501952,1658.77443549094,1644.97729239503,1745.09307498391,1758.50162056993,1800.68523620503,1756.75297072952,1746.02732699352,1716.01467883602,1749.11800448005,1838.1892842938,1921.67690185163,1916.91658718487,2106.86679964265,2206.48775955052,2235.70735994823,2341.19232850631,2439.36493007912,2383.43484715801
"PRK","Korea, Democratic People's Repub",,,,,,,,,,,,,,,,,,,,,,,,,,
"KOR","Korea, Republic of",13502.5827420794,14694.0962445008,15721.7056576921,14974.6595747118,16807.1294764195,18538.8355325592,19724.4259457229,21396.8377455369,22095.870826347,23773.8286536781,25186.8675668092,26884.2673283358,29064.9180846867,29946.0774891302,29508.3815060615,31736.6284370925,32546.7536531234,33557.1287196434,34244.3121393117,35324.4976704773,37902.4004037578,39575.4542830031,40957.4180587145,43044.2917633371,42998.3882447659,45225.8445435145
"KWT","Kuwait",59892.8802531886,60568.3759184439,60095.5505991776,58839.2643637288,55000.8927669212,56179.2950242883,55943.358109176,57617.5352981834,68071.0486418975,75700.701887299,83689.2693299015,88660.5211134062,91473.2067021071,90096.4356867852,79424.3808368516,73965.9706064094,78178.220365833,82680.4059382088,78058.3800591345,70082.4628390641,47230.6601329032,44685.4974338707,50855.5529145289,51690.5689570475,51962.0477631393,47306.9881675717
"KGZ","Kyrgyzstan",1401.70127999045,1506.03136464377,1660.56193944671,1688.77665594688,1749.59437929213,1863.73918996644,1987.03171156194,1999.67267333691,2157.26538583233,2342.49274373412,2384.17802618996,2505.46516840785,2766.05448201973,3027.86302353124,3101.33692808776,3085.65193549234,3297.36683733653,3618.14972576533,4042.89305300409,4281.82407398556,4214.82950886186,4681.17473284248,5046.69153549095,5256.39792245424,5480.7426980282,4973.56130899174
"LAO","Lao People's Democratic Republic",1372.39519412756,1462.74448714118,1559.98961633765,1610.07718805808,1722.28349102193,1831.9688178722,1948.39496562125,2064.43069287024,2196.99165097596,2363.31882940603,2569.53695938615,2829.04196752427,3073.74230404589,3321.90977582414,3538.64849919854,3822.62530696679,4150.82613441104,4841.6453151231,5289.47800666765,5873.74929676345,6168.48130240193,6843.55958300796,7257.81210698745,7775.13187646145,8220.1788729593,8239.16654654795
"LVA","Latvia",5514.66596281993,5807.34058917772,6487.46600433201,7068.19507184561,7405.84797519522,8039.50636620464,9044.54639240756,10081.1918636281,11060.9427198934,12278.5848367366,13913.7883003324,15859.3153882025,18236.6092064703,19573.1553855671,17023.7549183562,17706.894512358,19248.419400173,21290.4595879,22639.0683375842,23815.8000623115,24972.7860869932,26721.7261996962,28673.5633962664,30877.0419264807,31883.2591148032,31482.6797134892
"LBN","Lebanon",7631.27042702718,8450.94490154268,8579.32308046201,8908.47536175451,8859.4762640352,8952.11692721899,9146.92721256844,9170.33142067268,9189.06503845454,9667.99948282453,9955.02055625405,10281.7257712846,11522.563002592,12819.0111640016,14095.5675986609,14961.734925357,14669.4158186121,14819.5910065295,14976.7807369919,15029.2750434859,15105.9569116377,15535.5046481724,16043.0606967963,16054.3624558892,15179.5802077558,12118.5733563565
"LSO","Lesotho",1066.13829471383,1125.26724217896,1167.43386802617,1181.04159790182,1190.56037499073,1256.21619985023,1327.57742729526,1362.29025889422,1459.11030722048,1533.17180210684,1643.78795997605,1770.65411624528,1897.23119034139,2040.72878279478,2027.40340076815,2153.15499407616,2290.12869540648,2308.92903476102,2563.06835117203,2804.17866694461,3077.39783427095,2990.28370292122,2668.29142526247,2677.43631433685,2693.19837267117,2444.07826745447
"LBR","Liberia",993.403659135788,993.403659135788,993.403659135788,993.403659135788,993.403659135788,993.403659135788,1007.52974970358,1037.12222982553,725.385427162219,750.144320446725,793.494672404154,853.792032369622,923.515010034857,967.94573927535,987.008157068945,1022.05648409605,1093.5403199434,1204.51655551205,1387.42164069362,1417.82928617835,1312.46276613004,1429.79208229377,1564.19768164013,1581.03948488783,1531.92018587052,1468.35857818057
"LBY","Libyan Arab Jamahiriya",17287.2094925103,17287.2094925103,17287.2094925103,17287.2094925103,17287.2094925103,18043.5693183783,17830.2270421967,17653.6789022732,19998.5860744017,21116.5771082048,23987.5462296911,25925.3661924822,27896.3033844386,28792.910311347,28430.0841718262,29895.200306028,11482.1006621486,24285.2962607423,19869.1392687734,14303.0129938786,12220.0234015984,11108.7236834015,13238.0005389502,15378.5727636163,15815.8769077968,10846.2915401691
"LIE","Liechtenstein",,,,,,,,,,,,,,,,,,,,,,,,,,
"LTU","Lithuania",5927.33017801441,6383.80305888035,7069.56232428404,7762.53790844567,7820.71797164568,8445.89921321294,9436.05410916216,10480.7210077901,12067.6741095107,13030.3604109567,14510.5300945386,16483.8503582706,19094.640961399,20721.0131961211,18116.7302641547,20096.7360969805,22884.8249519631,24703.6858202502,26721.5796712844,28184.4723303858,28834.4276801135,30925.1708493589,33761.871239796,36376.1898152469,38540.7814542339,38880.5452693822
"LUX","Luxembourg",38325.315448422,39710.3938903918,42485.5935637368,44267.4522673968,49844.6769627976,55117.2564793938,56125.2294489236,58575.6792717544,60196.5435069655,64692.5970672682,68787.8547494266,78878.4577485144,85109.8794476383,90970.7211980147,86875.8537667967,90361.783087755,94475.0302265023,96636.426643956,100925.011992241,105296.284588232,107859.685999308,113365.176082265,114985.842235989,116965.586110774,117341.915064354,117846.13649183
"MKD","Macedonia",4946.48073912063,5080.90582911763,5226.71819699558,5448.07386903412,5724.47004032761,6151.79686575444,6049.91561735376,6395.22634785465,6595.4519699919,7172.00498731467,7848.88296708719,8690.23692593986,9350.90777909298,10521.8967333656,11009.9915852452,11361.0093874551,11689.9057671613,11915.6898657268,12727.3364143546,13434.8432361896,13888.2953901276,15137.9958260844,15706.4441718656,16796.2702317993,17546.4797159827,16925.5150547437
"MDG","Madagascar",1158.55258341048,1168.13913028709,1194.69017516663,1216.38344425988,1251.88379447959,1295.84769028038,1360.81804647752,1174.40836053475,1274.20005727529,1336.76551621615,1401.93022091848,1478.50289452799,1559.22791109797,1648.50371739881,1550.57801091411,1534.89112152889,1548.32741597957,1530.9340896198,1535.48843476948,1555.82248042838,1546.83722027581,1606.66740538551,1584.4245185911,1630.18935661644,1687.06922724222,1544.16032907301
"MWI","Malawi",830.721851530839,891.670623688794,919.815522130884,940.076521628362,955.323239814569,965.872951048682,914.713240954178,922.255371141584,969.271613218135,1023.58983881031,1061.99455726456,1114.85175571915,1220.0820087804,1301.18411473162,1380.05580229209,1449.88396694258,1508.19213217463,1467.13818103389,1572.83347157144,1530.93075354758,1445.73511225774,1454.3589410317,1472.14686847702,1532.66847458818,1602.14678205936,1591.60540095373
"MYS","Malaysia",10642.1074702483,11620.331451612,12373.3166394774,11302.4638397748,11875.8112949594,12913.1749194477,12976.6757909642,13606.0510296712,14369.8270420309,15450.0485640401,16454.2153771604,17549.6029455376,18784.4843116974,19695.079208937,19193.1918612103,20508.7575347559,21704.7442727685,22985.8016562374,23477.9911663813,24607.6687337619,24801.8884320151,25546.1295181653,26661.5074160333,28239.5000837184,29623.4051587405,27923.6876774494
"MDV","Maldives",6174.43229768463,6649.87679798156,7207.68837563495,7700.56319625192,8140.21773796668,8460.55196629499,8104.62618559633,8594.78380590605,9678.61476132894,10248.2502404748,8940.54434892845,11336.5738366033,12251.6573568451,13345.1670673242,12123.856562913,12712.3432126961,13542.9986741713,13690.7351991166,14774.1856353898,15993.0586879357,16768.7341787765,17411.3472516639,18057.9109233313,19245.0813901631,20335.5893322004,13443.4825854391
"MLI","Mali",934.549034530678,992.718398730421,1032.3192907087,1094.12825688939,1142.07474887725,1134.54084522887,1299.11323091031,1320.21236468532,1422.56168591077,1437.30313074196,1528.69378242072,1594.96501250136,1639.39368098739,1693.71971543993,1731.26843862105,1787.16167369972,1826.64755699191,1763.84025100346,1812.96622016798,1915.30447153208,2032.65587188008,2189.00662171156,2246.79742084484,2338.53367649202,2419.88684123378,2347.98817418131
"MLT","Malta",12475.0043770176,13076.1188344186,13820.1671703545,14470.5479472483,15110.4943411224,18355.4967894141,18510.598452046,19599.9414329873,20929.3954917416,21545.4251923105,22306.6228714756,23320.9598431822,25059.1377146874,26523.5326924729,26649.6041313751,28722.7021856242,28973.2708577894,30243.8413140141,32295.8473400221,34344.0217879777,37455.20487447,39887.0994858593,42644.0804444448,44268.5338690565,45888.6881337859,42461.2537065191
"MHL","Marshall Islands",2686.54316598274,2450.52051416124,2336.80080911357,2348.25357832215,2349.36564639614,2418.29234548246,2606.2933415512,2696.38204630264,2646.63562292303,2692.77029384939,2801.82673284151,2850.283957167,3006.25121118336,2869.19595343828,2978.41654792611,3208.01210799298,3245.58466417689,3221.19465655288,3396.18764714644,3411.16024031588,3483.3315181909,3548.86888038671,3711.89600373591,3912.6987058732,4219.79343990091,4147.93810415505
"MRT","Mauritania",3059.28162174416,3214.22845547228,3061.11146287119,3101.7030822883,3178.81968286444,3041.0702253779,3000.57466613872,3005.95073314967,3183.3181662141,3328.10640061893,3621.09155635431,4290.19748727981,4196.50015895176,4142.72234424078,4058.74088785121,4092.07881397772,4225.57126156528,4262.06369701868,4481.25184237154,4295.05148877935,4200.15256326701,4700.10626238273,5108.54913220438,5318.08595433072,5569.9952623887,5390.08609894654
"MUS","Mauritius",6681.33601130701,7110.74814621747,7554.37132502405,8018.50388967647,8241.22060596463,9027.4255262538,9459.23214573263,9696.47890758904,10386.3468050591,11058.2433058734,11536.8766924448,12406.3264296181,13407.9774212466,14353.1130641042,14902.3542077619,15698.522154027,16653.2438040789,16963.5112414049,17866.3068173778,18488.0467911726,19229.8354887212,20701.2189720364,21415.1161096211,22741.3513182703,23836.9168863905,20530.5052278281
"MEX","Mexico",8485.50697434094,9079.17689538365,9715.4024281218,10176.6354219884,10448.8243676125,11089.4899949864,11136.0219119709,11187.4769618308,11488.2956282873,12090.9912069056,12657.6376721808,13812.9013959234,14297.2213852569,14924.8216140502,14547.6445830778,15255.019052785,16520.2592224915,17162.9273706838,17373.8974567258,18056.7898061476,18301.5004690469,19323.6658689896,19721.2609759241,20096.1566534339,19863.0272301481,18444.0730450892
"FSM","Micronesia, Federated States of",2300.6765162134,2251.99356673006,2150.11441875171,2241.81166117747,2314.78467975792,2489.33489950001,2604.77823686281,2664.00776437792,2759.36270856274,2753.53042112328,2910.62480240181,3017.9144443054,3069.22730771649,3079.90160152824,3154.9146810029,3265.53400159196,3422.35584577393,3388.22435736779,3276.42426147408,3213.90713510002,3349.52480552651,3373.95715550678,3490.13048688552,3544.00482035087,3612.09767201253,3553.31602320341
"MDA","Moldova, Republic of",3184.28079690284,3058.13304560972,3175.81155531082,3002.66190609413,2948.04242583586,3083.73543020041,3351.09425092293,3678.12846682428,4004.96099950252,4428.07283180443,4920.41306115406,5327.428299442,5647.72573249059,6218.49981632334,5897.39182807244,6396.08927156131,6913.60229203322,7363.1623193664,8381.67183313924,8827.05410758548,9254.84860512976,10610.4778427993,11651.3174546862,12659.983658527,13577.4065771993,13000.4015858764
"MCO","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,
"MNG","Mongolia",3127.4770630516,3229.84459517452,3387.67001735567,3510.27712992801,3638.53493182824,3729.25149996333,3887.61721134092,4095.95647262826,4418.13842487967,4963.61772704887,5424.23011840358,5989.65998472923,6689.46229209468,7319.09689240988,7167.24678918012,7581.54667133989,8912.87339142443,10227.5302746287,10549.892056039,11056.2985279189,10648.2739820507,10737.4861306932,11366.3039371032,12317.4409245084,13014.1129028497,12366.9471196704
"MNE","Montenegro",6001.79131234555,6001.79131234555,6001.79131234555,6001.79131234555,6001.79131234555,6001.79131234555,6770.28791887894,7100.32463176472,7340.86099625212,7842.30215116776,8313.65223425161,10458.7261021072,12459.3179568578,13816.5733090898,13022.1453737403,13636.0150798042,14472.4848211905,13863.8907024936,14870.1529377846,15371.1425541614,16332.8483105714,18199.3830289122,19682.2651956681,21513.2997530468,23072.6737417188,19989.5715793218
"MAR","Morocco",2878.07818833918,3246.02319200291,3208.42171591406,3434.52751079975,3477.87895148896,3579.34995276316,3878.29043834641,4014.23916540692,4281.40038891461,4553.55713467899,4793.26702800313,5250.52167643913,5516.87427112371,5886.67211198563,6107.38027064461,6332.12566680149,6712.32317824853,6702.41832426533,6916.01303173881,6609.60910787755,7024.96308902663,7113.00459986287,7312.05677903856,7625.73575345848,7865.90652398288,7369.49263034016
"MOZ","Mozambique",327.317614214531,359.568603749378,396.510189317882,429.868556451255,474.936817743699,478.310707291172,532.549896830386,574.149654439252,606.707277750018,652.795962157088,697.431101166552,766.276874849406,824.482004497989,877.598449107282,914.777067512634,958.937458879074,1023.06508419963,1035.52243745772,1084.98419022789,1139.05178224398,1291.26803368146,1363.67495320137,1283.65986980986,1320.70226453913,1335.98641094402,1297.40453135139
"MMR","Myanmar",554.13518024085,594.557321801685,633.515997826567,668.884077358542,726.985650716598,825.901132733347,939.087183797067,1054.92519029011,1202.79183487972,1392.31676831569,1617.62678007034,1874.90036379915,2151.9464749068,2421.71296672503,2676.99756052717,2960.24121524112,3224.50101969619,3547.13065293373,3782.57259536657,4009.96256191736,4105.44337698664,4031.17973614038,4224.54503061412,4575.13099039776,4940.15249914319,5123.82560314223
"NAM","Namibia",4439.62467466497,4565.59110449699,4744.51299215587,4859.66242226966,5002.82265948449,5202.65565659653,5293.6097178686,5550.08102115218,5806.29946778991,6593.76263973393,6861.14612871679,7442.05620517631,7911.39503668299,8129.63007145251,8067.18288617816,8499.51964031467,8958.93231325387,9341.10668346837,9735.53264349043,10467.228042144,10633.294417575,10427.1217565842,10171.4214953612,10329.6550239114,10227.5826241438,9298.08681409223
"NRU","Nauru",4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4388.56866309097,4413.98469674832,4984.52380321924,3940.87749856642,4893.41995828773,5343.81598292718,5968.35221763453,6662.3894954113,7511.78951965066,9913.08075621947,12677.7294911724,13163.7578750804,13645.4106308139,12975.3923824717,13963.7673923866,14099.4853537362,14340.1724103815
"NPL","Nepal",1093.86845643716,1145.93442617779,1198.48969182851,1222.91937961644,1270.40834483511,1354.49523634581,1426.45437388067,1428.54947569054,1491.05904679104,1581.55906917053,1666.24845791235,1752.4997982394,1838.68764767773,1967.69982881858,2055.85226983614,2169.51535889719,2288.24933744554,2505.39181045661,2702.22496263423,2947.31648725396,2996.22046186766,2989.67500637537,3565.19780740052,3864.32212409671,4119.92233935514,4008.50551633518
"NLD","Netherlands",23433.6526928315,24508.7897540574,26017.0532191171,27708.97207423,29268.5360985179,31870.8335122969,33180.1829172939,34447.2053180645,34149.6192294255,35809.785664396,37625.5617084958,41013.7866357674,43939.1453400262,46420.2016795592,44556.9211528341,45043.9042332404,46599.02103045,47272.1030187972,49241.5178406305,49233.2153954401,50288.5913949377,52288.4150841353,55088.6338006744,57826.6284976675,59004.3249664016,59266.9085805339
"NZL","New Zealand",17915.4170292828,18470.1512348282,19143.8127983966,19347.415668445,20579.365916514,21513.702767374,22508.9367053708,23306.2795376277,23973.6339583007,25091.156979407,25677.4190803252,27755.5270442179,29369.8081937436,29827.1425475385,30681.2445433491,31222.4544777381,32701.3785970948,32988.6097597613,36242.6212285958,37293.3567850718,37479.6829800129,39955.8030258734,42285.319902666,42575.4449179591,45437.8889864425,44491.3249052222
"NIC","Nicaragua",2183.49798991955,2319.96522107029,2411.34072176215,2486.2525854385,2656.11980132476,2783.22891252777,2885.20362106677,2911.09479290476,2998.08761692462,3198.34719897089,3392.56217832768,3590.83108463621,3821.59213644485,3974.72954977733,3820.50291722455,3981.08092009041,4263.15777678703,4427.94692395537,4610.29898129055,4941.6997020079,5293.87046224287,5694.05428740789,6004.01408757341,5867.24389067727,5682.21597760341,5569.72155197893
"NER","Niger",774.713274705263,762.664283173862,760.9335886616,816.745311200433,797.658048080284,777.079347992688,821.41100107702,843.943189521231,846.471796189349,840.65698030462,896.352693822855,942.319883085811,961.246487390392,1016.56153590448,1005.3741075297,1062.68991377908,1068.24485293081,1158.66902042007,1127.34895266869,1142.51686453172,1145.30940196903,1153.33968949334,1163.22617020833,1229.22378179329,1276.15388335024,1288.25858163086
"NGA","Nigeria",2067.72907645035,2140.00635538955,2187.13500532952,2213.01665664337,2202.40995166816,2306.11452279705,2434.24621930855,2780.79229751906,2964.36299241115,3241.72449622315,3467.10515604015,3690.84024899033,3934.84253684898,4170.73291406376,4420.974011199,4703.20483066808,4922.70234464027,4982.94539878236,5225.17293432225,5507.16949454144,5426.33278732294,5234.67912691071,5190.35612668836,5278.84839470055,5352.67942303108,5186.41158271922
"NOR","Norway",24347.8175026416,26818.3035690277,28608.6541320459,28186.3913161414,30555.0490591114,36936.4865054381,37764.3084400157,37980.3539761745,38593.7083511957,42549.9438731467,47797.5299472052,54160.4818000859,55930.5334666428,61716.5997128422,55364.21942385,57919.6519537143,62076.7406576686,65354.7792483883,66961.2530988205,65892.6892787813,60368.9208717485,58939.9126133093,64050.7561654659,69808.3294106839,66799.1647159421,62644.8457362642
"OMN","Oman",32334.1260417294,33437.7977015166,35879.0159834117,37206.8267631489,37818.1026879154,40958.8897929661,43219.4159421271,42677.7036960788,41400.529436579,42019.2011586301,43244.722390149,45682.4913777081,47589.3976815013,50703.5844873735,51852.5053946245,50456.8583608358,49583.7438125858,50848.4758068356,48174.8497105683,44374.8815932721,35803.6572063605,33187.9546062102,33308.4843146012,33377.2826607888,32607.0154687216,31120.2958489838
"PAK","Pakistan",2365.93068025778,2455.15546085491,2452.98245938159,2472.43206015719,2529.00928403654,2625.26179450155,2709.02790116832,2753.54073972718,2898.03298255964,3127.69076876858,3357.36342582462,3579.96243151875,3766.85556187164,3818.07198504114,3868.7439423357,3890.29061860796,3993.55936698761,4018.73273731874,4103.62956351879,4238.63386740085,4373.01447488222,4410.0065649467,4571.20507840804,4853.26655740247,4896.39314506171,4812.88981820957
